token,token_address,buy_sig,sell_sig,buy_time,sell_time,buy_slot,sell_slot,slot_diff,hold_seconds,hold_days,buy_amount,sell_amount,amount_traded,cost,proceeds,cost_per_token,proceeds_per_token,profit,cost_token,proceeds_token,pnl_pct
ETuS3nDQ,ETuS3nDQ...5Wpump,4xdUeRXE...,naLjS2a4...,2025-11-09 10:40:38,2025-11-09 10:43:51,378865932,378866412,480,193,0.0022337962962962962,2890366.021194,2890366.021194,2890366.021194,0.654394264,0.742148194,2.264053269383758e-07,2.567661633710395e-07,0.08775392999999998,So111111,So111111,13.40994792093715
ETuS3nDQ,ETuS3nDQ...5Wpump,5crdBag2...,5YdQWiEA...,2025-11-09 10:55:52,2025-11-09 10:59:04,378868218,378868692,474,192,0.0022222222222222222,3119513.781624,3119513.781624,3119513.781624,0.606550778,0.587745575,1.9443760164580306e-07,1.8840935355445785e-07,-0.018805202999999937,So111111,So111111,-3.100350981661737
ETuS3nDQ,ETuS3nDQ...5Wpump,4opmbKWW...,2zky8okS...,2025-11-09 11:03:56,2025-11-09 11:07:55,378869412,378870012,600,239,0.002766203703703704,3383562.172408,3383562.172408,3383562.172408,0.5591069479999999,0.605896842,1.6524210861539952e-07,1.7907069860897452e-07,0.046789894000000144,So111111,So111111,8.368684053627629
ETuS3nDQ,ETuS3nDQ...5Wpump,3WxBWK2Q...,sMhhk4Kc...,2025-11-09 11:09:30,2025-11-09 11:11:54,378870252,378870612,360,144,0.0016666666666666668,3447555.609316,3447555.609316,3447555.609316,0.548747055,0.668986013,1.591698922904023e-07,1.9404647489724695e-07,0.12023895800000012,So111111,So111111,21.91154501959016
HYNSwHiP,HYNSwHiP...NbgNhv,4d4snW29...,B2ejYMik...,2025-11-09 10:41:50,2025-11-09 10:47:26,378866111,378866951,840,336,0.0038888888888888888,2251718.907102,2251718.907102,2251718.907102,0.8080760029999999,0.865858177,3.588707278032351e-07,3.845320898043948e-07,0.05778217400000009,So111111,So111111,7.15058655194345
HYNSwHiP,HYNSwHiP...NbgNhv,28YcuYqb...,jRxnQipx...,2025-11-09 11:35:28,2025-11-09 11:37:03,378874151,378874391,240,95,0.001099537037037037,1943479.596568,1943479.596568,1943479.596568,0.938995421,0.906078861,4.831516742744182e-07,4.66214753476213e-07,-0.03291655999999989,So111111,So111111,-3.5055080423017193
Fb1esBp8,Fb1esBp8...oy3meB,BYgqgZ1a...,5h39yUwk...,2025-11-09 10:42:42,2025-11-09 10:44:18,378866241,378866481,240,96,0.0011111111111111111,3432131.208322,3432131.208322,3432131.208322,0.5161510260000001,0.181922778,1.5038790613496124e-07,5.300577599098948e-08,-0.3342282480000001,So111111,So111111,-64.7539636974392
GsLMTLye,GsLMTLye...1apump,2coLracn...,4C3t2G23...,2025-11-09 10:43:37,2025-11-09 10:47:36,378866377,378866977,600,239,0.002766203703703704,2496886.675853,2496886.675853,2496886.675853,1.629059174,2.553352668,6.524361677101232e-07,1.0226145594403918e-06,0.9242934940000002,So111111,So111111,56.73787108239201
GsLMTLye,GsLMTLye...1apump,jcmFor4Y...,3J2BB2ZZ...,2025-11-09 11:02:04,2025-11-09 11:03:42,378869137,378869377,240,98,0.0011342592592592593,9125309.988074,9125309.988074,9125309.988074,0.206708555,0.211655665,2.2652222803406172e-08,2.3194353427622276e-08,0.004947110000000006,So111111,So111111,2.3932778205527194
Abc2he3g,Abc2he3g...xJpump,4fzgREZK...,rPH11KV5...,2025-11-09 10:43:53,2025-11-09 10:55:04,378866418,378868098,1680,671,0.007766203703703704,4632558.567876,4632558.567876,4632558.567876,0.38367124999999996,0.369843443,8.282059349676197e-08,7.983567559504616e-08,-0.01382780700000001,So111111,So111111,-3.6040769278386176
Hy99sbZU,Hy99sbZU...z9pump,4guixJFK...,4QvEbiM9...,2025-11-09 10:44:32,2025-11-09 10:46:56,378866515,378866874,359,144,0.0016666666666666668,3881455.398209,3881455.398209,3881455.398209,0.458894658,0.455617196,1.1822747163647569e-07,1.1738308166834355e-07,-0.003277462000000001,So111111,So111111,-0.7142079217666519
Hy99sbZU,Hy99sbZU...z9pump,E1putSgW...,2inJcLeX...,2025-11-09 11:02:12,2025-11-09 11:06:11,378869154,378869754,600,239,0.002766203703703704,3960155.295717,3960155.295717,3960155.295717,0.449818827,0.478323017,1.135861584737572e-07,1.2078390398409817e-07,0.02850419000000007,So111111,So111111,6.336815688686159
Hy99sbZU,Hy99sbZU...z9pump,492YAQhS...,4YpHFCkE...,2025-11-09 11:20:37,2025-11-09 11:24:36,378871914,378872514,600,239,0.002766203703703704,3800026.362432,3800026.362432,3800026.362432,0.468825649,0.428160085,1.2337431488237193e-07,1.1267292491254704e-07,-0.040665564,So111111,So111111,-8.673920483390617
CLTWpCR9,CLTWpCR9...4Vpump,54QtsJr4...,64tQrxkh...,2025-11-09 10:51:09,2025-11-09 10:44:47,378867514,378866554,-960,-382,-0.004421296296296296,1861713.878159,1783535.101696,1783535.101696,1.152031156,1.195943032,6.18801400964585e-07,6.705463945524556e-07,0.09228901240100153,So111111,So111111,8.362132585222115
x1duJmve,x1duJmve...Gapump,3cs6qsn8...,4GBkkMVo...,2025-11-09 10:46:49,2025-11-09 10:49:12,378866856,378867216,360,143,0.0016550925925925926,3218933.40502,3218933.40502,3218933.40502,0.511757694,0.587868551,1.5898362271238737e-07,1.826283669252696e-07,0.07611085699999999,So111111,So111111,14.872440198231773
x1duJmve,x1duJmve...Gapump,4ZX3GsyC...,9Mkw7PeF...,2025-11-09 10:50:47,2025-11-09 10:57:11,378867456,378868416,960,384,0.0044444444444444444,3298678.849958,3298678.849958,3298678.849958,0.529346097,0.269897533,1.6047215296716134e-07,8.181988768122622e-08,-0.25944856399999994,So111111,So111111,-49.01303050506859
x1duJmve,x1duJmve...Gapump,2JW2ECkA...,5kp8sKtS...,2025-11-09 11:19:44,2025-11-09 11:20:30,378871782,378871896,114,46,0.0005324074074074074,2895935.073067,2895935.073067,2895935.073067,0.603640481,0.628388584,2.084440658266216e-07,2.1698987309632327e-07,0.02474810299999998,So111111,So111111,4.099808375840186
5NA94bui,5NA94bui...gGeNmG,W2aHkeGk...,eyGdotUm...,2025-11-09 10:49:18,2025-11-09 11:07:47,378867232,378869992,2760,1109,0.012835648148148148,2617108.077033,2617108.077033,2617108.077033,0.729372522,0.797626525,2.786940777879091e-07,3.0477401067221666e-07,0.06825400299999992,So111111,So111111,9.357907097026597
5jgwu3FU,5jgwu3FU...Eipump,5JY6SZVa...,2uD3DPiD...,2025-11-09 10:52:10,2025-11-09 10:50:35,378867666,378867427,-239,-95,-0.001099537037037037,1111183.227315,959911.013096,959911.013096,1.70352312,1.126135326,1.5330713046454961e-06,1.1731663775456404e-06,-0.3454767031906646,So111111,So111111,-23.4760722485168
5jgwu3FU,5jgwu3FU...Eipump,5ZGer7kp...,2Z2j1KTe...,2025-11-09 11:14:41,2025-11-09 10:56:11,378871026,378868266,-2760,-1110,-0.012847222222222222,1148440.593217,1111183.227315,1111183.227315,1.6843347929999999,2.067933446,1.4666277062550173e-06,1.8610193127166227e-06,0.43824133809395416,So111111,So111111,26.891051135851683
5jgwu3FU,5jgwu3FU...Eipump,455NNEq7...,4HUnMFSD...,2025-11-09 11:19:29,2025-11-09 11:18:41,378871747,378871626,-121,-48,-0.0005555555555555556,1246014.384314,1148440.593217,1148440.593217,1.4659035710000001,1.697220861,1.176474035496036e-06,1.4778481978295128e-06,0.3461103217705344,So111111,So111111,25.616728736933702
5jgwu3FU,5jgwu3FU...Eipump,4ghCU3qb...,2CfuTqpg...,2025-11-09 11:29:02,2025-11-09 11:20:18,378873186,378871866,-1320,-524,-0.0060648148148148145,1485687.026764,1246014.384314,1246014.384314,1.328438141,0.981569939,8.941574618804429e-07,7.877677427780328e-07,-0.13256312034472895,So111111,So111111,-11.898320333721646
DkwWyw1H,DkwWyw1H...Hfpump,2bdjfk7Z...,8ty8xLMd...,2025-11-09 10:50:56,2025-11-09 10:56:33,378867479,378868320,841,337,0.0039004629629629628,2806071.432015,2806071.432015,2806071.432015,0.736131023,0.824474649,2.6233509760348287e-07,2.938181257944515e-07,0.08834362600000001,So111111,So111111,12.00107361865661
CHDD5kgt,CHDD5kgt...Jepump,ePfHrcAj...,5fxQ5yMX...,2025-11-09 11:27:27,2025-11-09 10:51:23,378872949,378867549,-5400,-2164,-0.025046296296296296,2358052.579748,2673814.804325,2358052.579748,0.760341444,0.785198545,3.2244465222283384e-07,2.936622774808153e-07,-0.06787035301169052,So111111,So111111,-8.926299302407948
CHDD5kgt,CHDD5kgt...Jepump,3ch6dfP7...,2EMNbrZG...,2025-11-09 11:37:51,2025-11-09 11:33:01,378874509,378873789,-720,-290,-0.0033564814814814816,2331512.503463,2358052.579748,2331512.503463,0.768913526,0.705732504,3.297917231230505e-07,2.992861609877334e-07,-0.07112409954365922,So111111,So111111,-9.249947768984779
8RSbsKW2,8RSbsKW2...j8pump,hG15SktZ...,5fTKxE6V...,2025-11-09 11:02:03,2025-11-09 10:52:22,378869134,378867694,-1440,-581,-0.006724537037037037,1130598.232641,841907.576762,841907.576762,1.7169000349999999,1.676460843,1.5185766131877272e-06,1.9912647056197254e-06,0.39795968646367585,So111111,So111111,31.127049391321314
3wppuwUM,3wppuwUM...ZUpump,5RL3469r...,4s14UKhW...,2025-11-09 10:53:08,2025-11-09 10:56:19,378867805,378868285,480,191,0.002210648148148148,460836.454491,460836.454491,460836.454491,5.365927967999999,5.39606772,1.1643887795132741e-05,1.1709290068989938e-05,0.03013975200000001,So111111,So111111,0.5616875996051318
AiuRXJ6s,AiuRXJ6s...ZYpump,5K1MW5S1...,5Kw7Di7m...,2025-11-09 11:05:56,2025-11-09 10:53:49,378869715,378867910,-1805,-727,-0.008414351851851852,1192229.100986,2045730.796347,1192229.100986,1.575360123,2.504291697,1.3213568782184081e-06,1.2241550557247506e-06,-0.11588684144581404,So111111,So111111,-7.356212700441322
AiuRXJ6s,AiuRXJ6s...ZYpump,5q2ZoKra...,4EXHZSrw...,2025-11-09 11:19:30,2025-11-09 11:07:30,378871750,378869949,-1801,-720,-0.008333333333333333,812290.792666,1192229.100986,812290.792666,2.250048452,1.717750035,2.770003639478875e-06,1.4407885477542717e-06,-1.0797091804805878,So111111,So111111,-47.986041345948216
BmA73jxc,BmA73jxc...Ncpump,4mTEx1LT...,3Rm8BLRW...,2025-11-09 11:23:45,2025-11-09 10:55:40,378872389,378868189,-4200,-1685,-0.019502314814814816,3199534.546057,3829248.578509,3199534.546057,0.55202996,0.594761101,1.7253445838873764e-07,1.553205776031346e-07,-0.05507640624524376,So111111,So111111,-9.977068318039073
BmA73jxc,BmA73jxc...Ncpump,4E3xtTwX...,3jqB58f2...,2025-11-09 11:34:53,2025-11-09 11:30:55,378874070,378873469,-601,-238,-0.0027546296296296294,2944228.84957,3199534.546057,2944228.84957,0.599917235,0.550708884,2.0376039555743672e-07,1.7212156208117062e-07,-0.09315196628756374,So111111,So111111,-15.52746959962964
EXUDKUii,EXUDKUii...9mpump,UpvhNwoU...,2usnYnir...,2025-11-09 10:56:01,2025-11-09 11:01:43,378868243,378869083,840,342,0.003958333333333334,1723771.76156,1723771.76156,1723771.76156,1.011208286,1.063653021,5.866253923807549e-07,6.170498001646124e-07,0.05244473499999982,So111111,So111111,5.186343478993183
EXUDKUii,EXUDKUii...9mpump,5LY7E6oq...,4b4jYKeD...,2025-11-09 11:02:33,2025-11-09 11:06:30,378869203,378869803,600,237,0.0027430555555555554,1539358.338273,1539358.338273,1539358.338273,1.142479893,1.711599533,7.421792993837573e-07,1.1118915527623262e-06,0.5691196400000001,So111111,So111111,49.81441191980787
EXUDKUii,EXUDKUii...9mpump,31AHRfb2...,2zP1iqnU...,2025-11-09 11:33:38,2025-11-09 11:37:40,378873883,378874483,600,242,0.002800925925925926,1786946.908074,1786946.908074,1786946.908074,1.0168850090000001,1.349902139,5.690627989031946e-07,7.554237526032298e-07,0.3330171299999998,So111111,So111111,32.748750060489854
EXUDKUii,EXUDKUii...9mpump,3nb53QoL...,5644N2GA...,2025-11-09 11:38:28,2025-11-09 11:40:05,378874603,378874843,240,97,0.0011226851851851851,1619121.670075,1619121.670075,1619121.670075,1.1248793069999998,1.219073333,6.947466195964716e-07,7.52922621895074e-07,0.0941940260000002,So111111,So111111,8.373700664048233
4rMaJ2ZU,4rMaJ2ZU...cZpump,5Q7fpi7B...,43zyDa8F...,2025-11-09 10:56:54,2025-11-09 11:00:58,378868372,378868972,600,244,0.002824074074074074,2822625.920484,2822625.920484,2822625.920484,0.6285548990000001,0.625646816,2.226844494123475e-07,2.2165417367552532e-07,-0.002908083000000028,So111111,So111111,-0.4626617348184925
GhqGTPns,GhqGTPns...3Upump,2KUeaE3t...,5bJeKxAQ...,2025-11-09 11:08:27,2025-11-09 10:58:00,378870094,378868534,-1560,-627,-0.007256944444444444,2316026.536206,1679198.557388,1679198.557388,0.899927484,0.85154473,3.885652732952778e-07,5.071137813056373e-07,0.19906648363149548,So111111,So111111,30.509290499635668
CTCP4CqK,CTCP4CqK...mUtyq2,4EPCdNA7...,52HdRGe8...,2025-11-09 11:07:10,2025-11-09 10:59:56,378869901,378868821,-1080,-434,-0.005023148148148148,2493661.287412,2053659.780474,2053659.780474,0.7869429419999999,0.630417401,3.15577318368171e-07,3.069726577858456e-07,-0.01767104536255163,So111111,So111111,-2.7266410104564875
CTCP4CqK,CTCP4CqK...mUtyq2,2yi9uuE8...,2qYuLqdJ...,2025-11-09 11:36:42,2025-11-09 11:11:58,378874341,378870621,-3720,-1484,-0.017175925925925924,2301576.128908,2493661.287412,2301576.128908,0.852894813,0.875721812,3.705698900364692e-07,3.5117913423953883e-07,-0.044629300663699356,So111111,So111111,-5.23268520143988
FQ1738Xg,FQ1738Xg...wcpump,qirxaRxe...,5yUez25z...,2025-11-09 11:01:10,2025-11-09 11:25:59,378869002,378872722,3720,1489,0.017233796296296296,2843759.427543,2843759.427543,2843759.427543,0.759191115,0.80666823,2.6696741913078736e-07,2.8366261301398445e-07,0.047477114999999945,So111111,So111111,6.253644709738193
E5UdugdL,E5UdugdL...Kzpump,5c1vB45T...,5qwia6kV...,2025-11-09 11:01:31,2025-11-09 11:02:15,378869052,378869162,110,44,0.0005092592592592592,1291140.873155,1291140.873155,1291140.873155,2.1208548830000002,2.055267181,1.642620822480456e-06,1.5918225684992839e-06,-0.0655877020000001,So111111,So111111,-3.092512482854304
E5UdugdL,E5UdugdL...Kzpump,3QxbYvHM...,2qJpB1DN...,2025-11-09 11:07:02,2025-11-09 11:24:39,378869882,378872522,2640,1057,0.012233796296296296,1284662.515096,1284662.515096,1284662.515096,1.970297529,2.078346125,1.5337082742332248e-06,1.6178148740057928e-06,0.1080485959999999,So111111,So111111,5.483872075647311
2GXow3oc,2GXow3oc...zupump,3YfF8hiT...,5AiuoPHo...,2025-11-09 11:08:04,2025-11-09 11:01:40,378870034,378869074,-960,-384,-0.0044444444444444444,4779930.201411,2306751.339097,2306751.339097,0.368179373,0.162137008,7.702609818262956e-08,7.02880302926236e-08,-0.015543047128197734,So111111,So111111,-8.74777257187549
2GXow3oc,2GXow3oc...zupump,4wLekEkR...,5RSCTmWD...,2025-11-09 11:27:14,2025-11-09 11:16:54,378872914,378871354,-1560,-620,-0.007175925925925926,4309248.07153,4779930.201411,4309248.07153,0.408453948,0.499648167,9.478543384367712e-08,1.0453043160599029e-07,0.04199361281431222,So111111,So111111,10.281113212379145
PECazcZM,PECazcZM...Zfh3km,2Nnq7wmE...,4s6iiF1a...,2025-11-09 11:01:46,2025-11-09 11:06:34,378869092,378869812,720,288,0.0033333333333333335,5415315.49979,5415315.49979,5415315.49979,0.321797683,0.249325875,5.9423626012644875e-08,4.604087702917191e-08,-0.072471808,So111111,So111111,-22.52092287438875
PECazcZM,PECazcZM...Zfh3km,5EujSbVy...,4BtMPQwP...,2025-11-09 11:24:10,2025-11-09 11:25:47,378872452,378872692,240,97,0.0011226851851851851,6473334.108058,6473334.108058,6473334.108058,0.26941817900000004,0.202091509,4.1619693113727676e-08,3.121907592386382e-08,-0.06732667000000003,So111111,So111111,-24.989653723403727
7WqFum2e,7WqFum2e...3Xpump,3bmKs42b...,41vTjX8Q...,2025-11-09 11:09:03,2025-11-09 11:13:53,378870183,378870903,720,290,0.0033564814814814816,3141024.435249,3141024.435249,3141024.435249,0.561321459,0.576348665,1.7870649228346487e-07,1.8349066582613544e-07,0.015027206000000046,So111111,So111111,2.6771123318127144
7WqFum2e,7WqFum2e...3Xpump,2evTeS8J...,3S8ymt7y...,2025-11-09 11:19:28,2025-11-09 11:25:51,378871743,378872703,960,383,0.00443287037037037,3028519.760533,3028519.760533,3028519.760533,0.582193588,0.605078248,1.9223701148891882e-07,1.9979339606273862e-07,0.02288466000000001,So111111,So111111,3.9307646926540984
7WqFum2e,7WqFum2e...3Xpump,46kVdLHT...,22VHJQvm...,2025-11-09 11:34:34,2025-11-09 11:38:36,378874023,378874623,600,242,0.002800925925925926,2929272.947104,2929272.947104,2929272.947104,0.601938251,0.580602425,2.054906667523424e-07,1.982070075013008e-07,-0.021335825999999926,So111111,So111111,-3.544520715298405
9w4ZuWCT,9w4ZuWCT...dfpump,2Y6dcBJW...,3Kd29W6S...,2025-11-09 11:13:08,2025-11-09 11:41:02,378870790,378874990,4200,1674,0.019375,3382955.139532,3382955.139532,3382955.139532,0.5177523640000001,0.436080585,1.5304736322091056e-07,1.2890522250919583e-07,-0.08167177900000008,So111111,So111111,-15.774293789607896
AdtFMBnq,AdtFMBnq...r7pump,2RdvFEYc...,4d2FEroe...,2025-11-09 11:17:55,2025-11-09 11:30:38,378871507,378873428,1921,763,0.00883101851851852,1912631.696915,1912631.696915,1912631.696915,0.920788554,0.801837476,4.8142491598628e-07,4.1923255653105216e-07,-0.11895107800000006,So111111,So111111,-12.918392337009877
ocBynX1p,ocBynX1p...Xhpump,59GAhSFo...,4sBVfCZ8...,2025-11-09 11:19:02,2025-11-09 11:26:13,378871678,378872757,1079,431,0.004988425925925926,9469731.53546,9469731.53546,9469731.53546,0.18723819600000002,0.173899005,1.9772281325914565e-08,1.8363667897957224e-08,-0.013339191000000038,So111111,So111111,-7.124182610689134
Yd8w2KJQ,Yd8w2KJQ...cYpump,gjYmEE6k...,5AYaUkFe...,2025-11-09 11:23:51,2025-11-09 11:27:02,378872405,378872885,480,191,0.002210648148148148,1043952.474965,1043952.474965,1043952.474965,1.841968102,1.935662323,1.7644175823825263e-06,1.8541670903791824e-06,0.0936942210000002,So111111,So111111,5.086636456856519
HJBoRECi,HJBoRECi...vbpump,ne2FXbFG...,5KaESL64...,2025-11-09 11:24:40,2025-11-09 11:39:02,378872525,378874686,2161,862,0.009976851851851851,2577093.322207,2577093.322207,2577093.322207,0.727730294,0.802587356,2.823841448538535e-07,3.11431234982469e-07,0.07485706199999997,So111111,So111111,10.286374308886458
GQCwiwYB,GQCwiwYB...gSpump,batkwFgM...,5tPfnBBn...,2025-11-09 11:24:46,2025-11-09 11:38:20,378872541,378874582,2041,814,0.009421296296296296,4951685.586439,4951685.586439,4951685.586439,0.352421558,0.334033872,7.117203866197887e-08,6.745861912452728e-08,-0.018387686000000014,So111111,So111111,-5.217525881319673
38vuxa62,38vuxa62...CUpump,6294w4CS...,Z9kGBp1n...,2025-11-09 11:24:53,2025-11-09 11:37:38,378872559,378874479,1920,765,0.008854166666666666,4409603.04623,4409603.04623,4409603.04623,0.39465352800000003,0.359394994,8.949865188827143e-08,8.150279973778265e-08,-0.03525853400000001,So111111,So111111,-8.934047588192351
6aj7pqiZ,6aj7pqiZ...aEpump,55NLBqJp...,413ExwUi...,2025-11-09 11:28:52,2025-11-09 11:33:36,378873160,378873879,719,284,0.003287037037037037,717744.220314,717744.220314,717744.220314,2.4737449170000003,2.607423467,3.446554980154047e-06,3.6328031535514134e-06,0.1336785499999996,So111111,So111111,5.4038938728620645
Bz8VsvjK,Bz8VsvjK...HGdqnA,372XRPMj...,b7GPygqP...,2025-11-09 11:29:05,2025-11-09 11:32:14,378873192,378873672,480,189,0.0021875,1394007.449285,1394007.449285,1394007.449285,1.315445497,0.770108765,9.436430900528578e-07,5.5244235989915e-07,-0.5453367319999999,So111111,So111111,-41.45642926625944
Bz8VsvjK,Bz8VsvjK...HGdqnA,4CmkhKWz...,2oyjDxhm...,2025-11-09 11:37:04,2025-11-09 11:39:29,378874393,378874753,360,145,0.0016782407407407408,1980051.159329,1980051.159329,1980051.159329,0.96335433,1.081497424,4.865300199245668e-07,5.461967075469393e-07,0.11814309399999995,So111111,So111111,12.263721698328789
HbDnDUHi,HbDnDUHi...G5pump,3RK7DyNr...,49ghgakm...,2025-11-09 11:29:35,2025-11-09 11:40:47,378873271,378874951,1680,672,0.0077777777777777776,2268618.210192,2268618.210192,2268618.210192,0.81467017,1.146962798,3.591041305848691e-07,5.055777093065514e-07,0.3322926279999999,So111111,So111111,40.78860872001733
BhGfhndV,BhGfhndV...Xepump,26FHgg4b...,5fR9fs2k...,2025-11-09 11:33:45,2025-11-09 11:41:46,378873900,378875099,1199,481,0.005567129629629629,754720.212519,754720.212519,754720.212519,2.731376725,2.827822535,3.619058665308023e-06,3.7468488164132876e-06,0.09644581000000028,So111111,So111111,3.5310328713443973
